id,sinav_turu,yil,konu,alt_konu,soru_tipi,zorluk,soru_metin,secenek_A,secenek_B,secenek_C,secenek_D,secenek_E,dogru_cevap,kaynak_turu,gorsel_bagimli,text_input,stratify_col
135,LGS,2022,Kareköklü İfadeler,Yaklaşık Değer,Problem,Orta,Uçlu kalem ucu 10 cm. 3 cm dışarıda. Her basışta √2 cm çıkıyor. 3 kez basılırsa içeride kalan kısım hangi aralıkta?,1 ile 2,2 ile 3,3 ile 4,4 ile 5,5 ile 6,B,MEB,destekleyici,"[SORU] Uçlu kalem ucu 10 cm. 3 cm dışarıda. Her basışta √2 cm çıkıyor. 3 kez basılırsa içeride kalan kısım hangi aralıkta?
[A] 1 ile 2
[B] 2 ile 3
[C] 3 ile 4
[D] 4 ile 5
[E] 5 ile 6",Yaklaşık Değer_Problem
410,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,"Aşağıdakilerden hangisi, alanı 12√6 cm² olan bir dikdörtgen levhanın santimetre cinsinden kenar uzunlukları olabilir?",4√6 ve 6√6,4√3 ve 3√2,12√3 ve 12√2,6√6 ve 2√6,,B,MEB,yok,"[SORU] Aşağıdakilerden hangisi, alanı 12√6 cm² olan bir dikdörtgen levhanın santimetre cinsinden kenar uzunlukları olabilir?
[A] 4√6 ve 6√6
[B] 4√3 ve 3√2
[C] 12√3 ve 12√2
[D] 6√6 ve 2√6",Alan ve Geometri_Problem
314,LGS,2024,Kareköklü İfadeler,Problem Çözme,Problem,Orta,"Fotoğraf kalitesi; alanın kareköküne en yakın tam sayının, çevreye bölünmesiyle hesaplanıyor. Buna göre en kaliteli fotoğraf hangisidir?",A,B,C,D,-,C,Deneme,bagimli,"[SORU] Fotoğraf kalitesi; alanın kareköküne en yakın tam sayının, çevreye bölünmesiyle hesaplanıyor. Buna göre en kaliteli fotoğraf hangisidir?
[A] A
[B] B
[C] C
[D] D
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Problem
129,LGS,2022,Kareköklü İfadeler,Alan ve Geometri,Hesaplama,Orta,"A ve B yolu arası araziler. Kare alanları: 12, 48, 27 hm². En kısa yol uzunluğu hektometre cinsinden kaça yakındır?",15,16,17,18,19,B,MEB,bagimli,"[SORU] A ve B yolu arası araziler. Kare alanları: 12, 48, 27 hm². En kısa yol uzunluğu hektometre cinsinden kaça yakındır?
[A] 15
[B] 16
[C] 17
[D] 18
[E] 19
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Hesaplama
405,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,√2 · √5 · √10 işleminin sonucu kaçtır?,2√5,5√2,10,10√2,,C,MEB,yok,"[SORU] √2 · √5 · √10 işleminin sonucu kaçtır?
[A] 2√5
[B] 5√2
[C] 10
[D] 10√2",İşlem ve Sadeleştirme_Hesaplama
169,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,"(√0,49 - √0,25) / √0,04 işlemi kaça eşittir?",1,2,5,10,11,A,Kitap,yok,"[SORU] (√0,49 - √0,25) / √0,04 işlemi kaça eşittir?
[A] 1
[B] 2
[C] 5
[D] 10
[E] 11",Üslü ve Köklü İfadeler_Hesaplama
60,LGS,2020,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Zor,(a − b)^2 = a^2 − 2ab + b^2 ise √(a^12 − 2a^7 + 1) işlemi kaça eşittir?,7,63,111,2^7,2^10,B,Örnek,yok,"[SORU] (a − b)^2 = a^2 − 2ab + b^2 ise √(a^12 − 2a^7 + 1) işlemi kaça eşittir?
[A] 7
[B] 63
[C] 111
[D] 2^7
[E] 2^10",İşlem ve Sadeleştirme_Hesaplama
165,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,"(√1,6 + √0,9) . √90 işlemi kaça eşittir?",15,18,21,22,24,C,Kitap,yok,"[SORU] (√1,6 + √0,9) . √90 işlemi kaça eşittir?
[A] 15
[B] 18
[C] 21
[D] 22
[E] 24",Üslü ve Köklü İfadeler_Hesaplama
632,LGS,2021,Kareköklü İfadeler,Alan ve Geometri,Yorum,Orta,Alanı 72 cm² olan bir karenin bir kenarının uzunluğu kaç cm’dir?,6√2,12,9,4√3,,A,MEB,yok,"[SORU] Alanı 72 cm² olan bir karenin bir kenarının uzunluğu kaç cm’dir?
[A] 6√2
[B] 12
[C] 9
[D] 4√3",Alan ve Geometri_Yorum
102,LGS,2022,Kareköklü İfadeler,Alan ve Geometri,Hesaplama,Zor,"Kare karton 4 parçaya ayrılıyor. Tam kare olmayan A ve B doğal sayıları bulundukları karenin, tam kare olan C doğal sayısı ise dikdörtgenlerin alanlarını ifade ediyor. Parçalara ayrılan kartonun alanı en az kaç cm²'dir?",14,31,24,27,18,E,MEB,bagimli,"[SORU] Kare karton 4 parçaya ayrılıyor. Tam kare olmayan A ve B doğal sayıları bulundukları karenin, tam kare olan C doğal sayısı ise dikdörtgenlerin alanlarını ifade ediyor. Parçalara ayrılan kartonun alanı en az kaç cm²'dir?
[A] 14
[B] 31
[C] 24
[D] 27
[E] 18
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Hesaplama
578,LGS,2025,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Orta,Dönme dolapta verilen yüksekliklere göre Çınar'ın yüksekliği aşağıdakilerden hangisi olabilir?,3√5,2√15,4√5,7√3,,C,MEB,bagimli,"[SORU] Dönme dolapta verilen yüksekliklere göre Çınar'ın yüksekliği aşağıdakilerden hangisi olabilir?
[A] 3√5
[B] 2√15
[C] 4√5
[D] 7√3
[GÖRSEL] Bu soru görsele bağlıdır.",Yaklaşık Değer_Yorum
523,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Zor,Kenar uzunlukları santimetre cinsinden birer doğal sayı olan dikdörtgen şeklindeki sarı ve mavi renkli kağıtların uzun kenarları çakıştırıldığında bir kare elde edilmiştir. Bu kağıtlardan birinin bir yüzünün alanı 60 cm² dir. Buna göre diğer kağıdın bir yüzünün santimetrekare cinsinden alanı aşağıdakilerden hangisi olamaz?,40,84,136,340,,C,MEB,destekleyici,"[SORU] Kenar uzunlukları santimetre cinsinden birer doğal sayı olan dikdörtgen şeklindeki sarı ve mavi renkli kağıtların uzun kenarları çakıştırıldığında bir kare elde edilmiştir. Bu kağıtlardan birinin bir yüzünün alanı 60 cm² dir. Buna göre diğer kağıdın bir yüzünün santimetrekare cinsinden alanı aşağıdakilerden hangisi olamaz?
[A] 40
[B] 84
[C] 136
[D] 340",Problem Çözme_Problem
36,LGS,2020,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Orta,(√2 − 1)¹⁰ · (√2 + 1)¹¹ işleminin sonucu kaçtır?,−√2,1−√2,√2−1,√2+1,2,E,Deneme,yok,"[SORU] (√2 − 1)¹⁰ · (√2 + 1)¹¹ işleminin sonucu kaçtır?
[A] −√2
[B] 1−√2
[C] √2−1
[D] √2+1
[E] 2",Üslü ve Köklü İfadeler_Hesaplama
204,LGS,2022,Kareköklü İfadeler,Alan ve Geometri,Hesaplama,Orta,"Çevresinin uzunluğu √800 cm olan dikdörtgen şeklindeki kâğıt, yukarıdaki gibi dikdörtgen ve kare şeklinde iki parçaya ayrılıyor. Kare şeklindeki parçanın bir kenarının uzunluğu √8 cm olduğuna göre dikdörtgen şeklindeki parçanın bir yüzünün alanı kaç santimetrekaredir?",16,24,32,40,-,B,MEB,bagimli,"[SORU] Çevresinin uzunluğu √800 cm olan dikdörtgen şeklindeki kâğıt, yukarıdaki gibi dikdörtgen ve kare şeklinde iki parçaya ayrılıyor. Kare şeklindeki parçanın bir kenarının uzunluğu √8 cm olduğuna göre dikdörtgen şeklindeki parçanın bir yüzünün alanı kaç santimetrekaredir?
[A] 16
[B] 24
[C] 32
[D] 40
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Hesaplama
253,LGS,2025,Kareköklü ifadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,Ali aşağıdaki çözemediği sorunun fotoğrafını çeker ve arkadaşı Bora'ya yollar. √((-5)^2) + ³√((-2)^3) + ⁴√((-3)^4). Bora çift dereceden köklerde mutlak değer kullanmaz ve soruyu çözdüğünü düşünür. Bora'nın bulduğu cevap doğru cevaptan kaç eksiktir?,6,8,12,16,18,D,Kitap,yok,"[SORU] Ali aşağıdaki çözemediği sorunun fotoğrafını çeker ve arkadaşı Bora'ya yollar. √((-5)^2) + ³√((-2)^3) + ⁴√((-3)^4). Bora çift dereceden köklerde mutlak değer kullanmaz ve soruyu çözdüğünü düşünür. Bora'nın bulduğu cevap doğru cevaptan kaç eksiktir?
[A] 6
[B] 8
[C] 12
[D] 16
[E] 18",Üslü ve Köklü İfadeler_Hesaplama
87,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,Yukarıdaki dikdörtgenler prizmasının tüm ayrıtlarının uzunlukları toplamı √3200 cm ise bu prizmanın uzun kenarı kaç cm'dir?,√12,√24,√32,√48,√50,D,Kitap,bagimli,"[SORU] Yukarıdaki dikdörtgenler prizmasının tüm ayrıtlarının uzunlukları toplamı √3200 cm ise bu prizmanın uzun kenarı kaç cm'dir?
[A] √12
[B] √24
[C] √32
[D] √48
[E] √50
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
104,LGS,2022,Kareköklü İfadeler,Alan ve Geometri,Hesaplama,Zor,Alanı 200 cm² olan dikdörtgen kartondan 10 tane özdeş kare kesiliyor (hiç parça artmıyor). Kartonun kesilmeden önceki çevresi en az kaç cm'dir?,24√5,28√5,32√5,36√5,40√5,B,MEB,destekleyici,"[SORU] Alanı 200 cm² olan dikdörtgen kartondan 10 tane özdeş kare kesiliyor (hiç parça artmıyor). Kartonun kesilmeden önceki çevresi en az kaç cm'dir?
[A] 24√5
[B] 28√5
[C] 32√5
[D] 36√5
[E] 40√5",Alan ve Geometri_Hesaplama
671,LGS,2019,Kareköklü İfadeler,Problem Çözme,Yorum,Zor,"İçinde 17 tane boncuğun olduğu bir torba ve uzunlukları 8 cm, 29 cm ve a cm olan üç tane ip parçası verilmiştir. Bu iplerin her birine, santimetre cinsinden uzunluklarının karekökünün en yakın olduğu doğal sayı değerine kadar boncuk alınacaktır. Üç bileklik yapıldığında torbada 2 boncuk kaldığına göre, a'nın alabileceği en küçük doğal sayı değeri kaçtır?",31,43,57,73,,B,MEB,bagimli,"[SORU] İçinde 17 tane boncuğun olduğu bir torba ve uzunlukları 8 cm, 29 cm ve a cm olan üç tane ip parçası verilmiştir. Bu iplerin her birine, santimetre cinsinden uzunluklarının karekökünün en yakın olduğu doğal sayı değerine kadar boncuk alınacaktır. Üç bileklik yapıldığında torbada 2 boncuk kaldığına göre, a'nın alabileceği en küçük doğal sayı değeri kaçtır?
[A] 31
[B] 43
[C] 57
[D] 73
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Yorum
397,LGS,2020,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Yorum,Kolay,Aşağıdakilerden hangisi doğrudur?,Her tam sayı bir gerçek sayıdır.,Her irrasyonel sayı bir rasyonel sayıdır.,Her gerçek sayı bir rasyonel sayıdır.,Her tam sayı bir doğal sayıdır.,,A,Örnek,yok,"[SORU] Aşağıdakilerden hangisi doğrudur?
[A] Her tam sayı bir gerçek sayıdır.
[B] Her irrasyonel sayı bir rasyonel sayıdır.
[C] Her gerçek sayı bir rasyonel sayıdır.
[D] Her tam sayı bir doğal sayıdır.",Tam Sayı / Özel Tanımlar_Yorum
429,LGS,2025,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Yorum,Kolay,Aşağıdakilerden hangisi √5 ile bölündüğünde sonuç tam sayı olmaz?,√75,√80,√125,√180,,A,MEB,yok,"[SORU] Aşağıdakilerden hangisi √5 ile bölündüğünde sonuç tam sayı olmaz?
[A] √75
[B] √80
[C] √125
[D] √180",Tam Sayı / Özel Tanımlar_Yorum
509,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Hesaplama,Kolay,"Bir kenarının uzunluğu √50 cm olan kare biçimindeki bir kartondan, bir kenarı boyunca √2 cm eninde bir şerit şekildeki gibi kesilerek atılıyor. Kalan parçanın çevresinin uzunluğu kaç santimetredir?",5√2,13√2,18√2,20√2,,C,MEB,bagimli,"[SORU] Bir kenarının uzunluğu √50 cm olan kare biçimindeki bir kartondan, bir kenarı boyunca √2 cm eninde bir şerit şekildeki gibi kesilerek atılıyor. Kalan parçanın çevresinin uzunluğu kaç santimetredir?
[A] 5√2
[B] 13√2
[C] 18√2
[D] 20√2
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Hesaplama
467,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Hesaplama,Orta,Alanı 81 m² olan kare şeklindeki bir bahçenin etrafına 3 sıra dikenli tel çekilecektir. Bu bahçe için kullanılacak dikenli telin uzunluğu kaç metredir?,27,36,108,243,,C,MEB,yok,"[SORU] Alanı 81 m² olan kare şeklindeki bir bahçenin etrafına 3 sıra dikenli tel çekilecektir. Bu bahçe için kullanılacak dikenli telin uzunluğu kaç metredir?
[A] 27
[B] 36
[C] 108
[D] 243",Alan ve Geometri_Hesaplama
216,LGS,2025,Kareköklü İfadeler,Denklemler,Hesaplama,Zor,"a ve b birer tam sayı olmak üzere, 4a + b = a√3 + 5 − b√3 ise a kaça eşittir?",1,2,3,4,5,A,Kitap,yok,"[SORU] a ve b birer tam sayı olmak üzere, 4a + b = a√3 + 5 − b√3 ise a kaça eşittir?
[A] 1
[B] 2
[C] 3
[D] 4
[E] 5",Denklemler_Hesaplama
83,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Orta,(√20 − √12) / (√5 − √3) − ⁶√(−2)⁶ işlemi kaç eşittir?,0,1,√2,√3,√5,B,Kitap,yok,"[SORU] (√20 − √12) / (√5 − √3) − ⁶√(−2)⁶ işlemi kaç eşittir?
[A] 0
[B] 1
[C] √2
[D] √3
[E] √5",Üslü ve Köklü İfadeler_Hesaplama
19,LGS,2020,Kareköklü İfadeler,Problem Çözme,Problem,Orta,"a,b,c en büyük üç tam sayı; √(a² − b²) + √(b² − c²) ifadesinin en büyük değeri için toplam kaç olur?",15,17,19,20,12,B,Kitap,yok,"[SORU] a,b,c en büyük üç tam sayı; √(a² − b²) + √(b² − c²) ifadesinin en büyük değeri için toplam kaç olur?
[A] 15
[B] 17
[C] 19
[D] 20
[E] 12",Problem Çözme_Problem
161,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,⁴√16 + ³√8 + √4 işlemi kaça eşittir?,6,8,10,12,14,A,Kitap,yok,"[SORU] ⁴√16 + ³√8 + √4 işlemi kaça eşittir?
[A] 6
[B] 8
[C] 10
[D] 12
[E] 14",Üslü ve Köklü İfadeler_Hesaplama
451,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,√36 ifadesi aşağıdakilerden hangisine eşittir?,1296,72,18,6,,D,MEB,yok,"[SORU] √36 ifadesi aşağıdakilerden hangisine eşittir?
[A] 1296
[B] 72
[C] 18
[D] 6",Üslü ve Köklü İfadeler_Hesaplama
539,LGS,2025,Kareköklü İfadeler,Algoritmik / Mantıksal Problemler,Problem,Zor,1'den 100'e kadar sayıların karekökleri yazılı kartlardan seçilen iki kartın çarpımı en çok kaçtır?,14,24,33,42,,C,MEB,yok,"[SORU] 1'den 100'e kadar sayıların karekökleri yazılı kartlardan seçilen iki kartın çarpımı en çok kaçtır?
[A] 14
[B] 24
[C] 33
[D] 42",Algoritmik / Mantıksal Problemler_Problem
143,LGS,2025,Kareköklü İfadeler,Denklemler,Hesaplama,Kolay,⁵√(2^(3x-1)) = 16 ise x kaçtır?,4,5,6,9,7,E,Kitap,yok,"[SORU] ⁵√(2^(3x-1)) = 16 ise x kaçtır?
[A] 4
[B] 5
[C] 6
[D] 9
[E] 7",Denklemler_Hesaplama
414,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,√48 sayısı aşağıdaki sayılardan hangisi ile çarpılırsa sonuç bir doğal sayı olur?,√2,√3,√5,√6,,B,MEB,yok,"[SORU] √48 sayısı aşağıdaki sayılardan hangisi ile çarpılırsa sonuç bir doğal sayı olur?
[A] √2
[B] √3
[C] √5
[D] √6",İşlem ve Sadeleştirme_Hesaplama
84,LGS,2020,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Zor,"M = √(2 + √(2 + √3)), G = √(2 − √(2 + √3)) · √(2 + √3) Buna göre M·G kaça eşittir?",1,√2,√3,2√3,√3 + 1,C,Deneme,yok,"[SORU] M = √(2 + √(2 + √3)), G = √(2 − √(2 + √3)) · √(2 + √3) Buna göre M·G kaça eşittir?
[A] 1
[B] √2
[C] √3
[D] 2√3
[E] √3 + 1",Üslü ve Köklü İfadeler_Hesaplama
202,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,3 tane √3 ün çarpımının 3 tane √3 ün toplamına oranı kaçtır?,1,√3,3,3√3,9,A,Kitap,yok,"[SORU] 3 tane √3 ün çarpımının 3 tane √3 ün toplamına oranı kaçtır?
[A] 1
[B] √3
[C] 3
[D] 3√3
[E] 9",İşlem ve Sadeleştirme_Hesaplama
660,LGS,2020,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Orta,√120 sayısı aşağıdaki hangi iki tam sayı arasındadır?,10-11,11-12,9-10,12-13,,B,MEB,yok,"[SORU] √120 sayısı aşağıdaki hangi iki tam sayı arasındadır?
[A] 10-11
[B] 11-12
[C] 9-10
[D] 12-13",Yaklaşık Değer_Yorum
681,LGS,2019,Kareköklü İfadeler,Denklemler,Hesaplama,Orta,m√11 = √99 ve n√10 = √1000 olduğuna göre m + n kaçtır?,13,19,103,109,,B,MEB,yok,"[SORU] m√11 = √99 ve n√10 = √1000 olduğuna göre m + n kaçtır?
[A] 13
[B] 19
[C] 103
[D] 109",Denklemler_Hesaplama
241,LGS,2025,Kareköklü ifadeler,Rasyonelleştirme,Hesaplama,Kolay,6/(3√2 − √15) − 36/(3√2) işlemi kaça eşittir?,1,2,√6,√15,2√15,E,Kitap,yok,"[SORU] 6/(3√2 − √15) − 36/(3√2) işlemi kaça eşittir?
[A] 1
[B] 2
[C] √6
[D] √15
[E] 2√15",Rasyonelleştirme_Hesaplama
571,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Orta,"Tavanda K, L, M lambaları. L=3m, M=2m. L-K farkı K-M farkından büyük. K'nın yüksekliği ne olabilir?",√3,√6,√7,11,,B,MEB,bagimli,"[SORU] Tavanda K, L, M lambaları. L=3m, M=2m. L-K farkı K-M farkından büyük. K'nın yüksekliği ne olabilir?
[A] √3
[B] √6
[C] √7
[D] 11
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Problem
620,LGS,2020,Kareköklü İfadeler,İşlem ve Sadeleştirme,Yorum,Orta,Kareköklü ifadeleri toplayarak doğal sayı elde eden Eymen en fazla kaç kart seçmiştir?,8,9,10,11,,C,MEB,bagimli,"[SORU] Kareköklü ifadeleri toplayarak doğal sayı elde eden Eymen en fazla kaç kart seçmiştir?
[A] 8
[B] 9
[C] 10
[D] 11
[GÖRSEL] Bu soru görsele bağlıdır.",İşlem ve Sadeleştirme_Yorum
121,LGS,2022,Kareköklü İfadeler,Algoritmik / Mantıksal Problemler,Problem,Orta,Oyun: Söylenen sayının √2 katının en yakın doğal sayısını söyle. Başlangıç 3. 3. adımda Doruk ne söyleyemez?,4,8,15,16,18,D,MEB,yok,"[SORU] Oyun: Söylenen sayının √2 katının en yakın doğal sayısını söyle. Başlangıç 3. 3. adımda Doruk ne söyleyemez?
[A] 4
[B] 8
[C] 15
[D] 16
[E] 18",Algoritmik / Mantıksal Problemler_Problem
398,LGS,2020,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Yorum,Orta,√a sayısı bir rasyonel sayı olduğuna göre a sayısı aşağıdakilerden hangisi olamaz?,1,9,72,144,,C,Kitap,yok,"[SORU] √a sayısı bir rasyonel sayı olduğuna göre a sayısı aşağıdakilerden hangisi olamaz?
[A] 1
[B] 9
[C] 72
[D] 144",Tam Sayı / Özel Tanımlar_Yorum
44,LGS,2020,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Yorum,Orta,(Bir tam sayıdan karekökünün tam kısmı çıkıldığında sonuç tam kare oluyorsa o sayı matematikçidir.) 10–68 arasından hangisidir?,10,32,45,56,68,D,Kitap,bagimli,"[SORU] (Bir tam sayıdan karekökünün tam kısmı çıkıldığında sonuç tam kare oluyorsa o sayı matematikçidir.) 10–68 arasından hangisidir?
[A] 10
[B] 32
[C] 45
[D] 56
[E] 68
[GÖRSEL] Bu soru görsele bağlıdır.",Tam Sayı / Özel Tanımlar_Yorum
463,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,"Kareli zeminde verilen yukarıdaki şeklin alanı 117 cm²'dir. Buna göre, |AB| kaç santimetredir?",2,3,6,9,,B,MEB,bagimli,"[SORU] Kareli zeminde verilen yukarıdaki şeklin alanı 117 cm²'dir. Buna göre, |AB| kaç santimetredir?
[A] 2
[B] 3
[C] 6
[D] 9
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
100,LGS,2022,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Kolay,Kerem oyuncak arabasını 10 cm'lik cetvel ile ölçüyor. Araba 2. cm'de başlıyor ve 8 ile 9 arasında (8.5'i geçmiş) bitiyor. Buna göre arabanın boyu hangisi olabilir?,4√2,2√10,5√3,7√2,8√3,B,MEB,destekleyici,"[SORU] Kerem oyuncak arabasını 10 cm'lik cetvel ile ölçüyor. Araba 2. cm'de başlıyor ve 8 ile 9 arasında (8.5'i geçmiş) bitiyor. Buna göre arabanın boyu hangisi olabilir?
[A] 4√2
[B] 2√10
[C] 5√3
[D] 7√2
[E] 8√3",Yaklaşık Değer_Yorum
122,LGS,2022,Kareköklü İfadeler,Yaklaşık Değer,Problem,Zor,Fotoğraf makinesi netleme. √180 m uzaklık. Derinlik mesafenin yarısı. Net bölge derinliğin 1/3'ü ağaç-makine arası. Net bölge aralığı?,43405,43040,43070,43435,13-19,C,MEB,destekleyici,"[SORU] Fotoğraf makinesi netleme. √180 m uzaklık. Derinlik mesafenin yarısı. Net bölge derinliğin 1/3'ü ağaç-makine arası. Net bölge aralığı?
[A] 43405
[B] 43040
[C] 43070
[D] 43435
[E] 13-19",Yaklaşık Değer_Problem
199,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,(³√270 − ³√80) / ³√5 işlemi kaça eşittir?,1,³√2,2,√3,3,B,Kitap,yok,"[SORU] (³√270 − ³√80) / ³√5 işlemi kaça eşittir?
[A] 1
[B] ³√2
[C] 2
[D] √3
[E] 3",Üslü ve Köklü İfadeler_Hesaplama
545,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,Uzun kenarı 24√3 cm olan 20 özdeş dikdörtgen birleştirilerek büyük bir dikdörtgen oluşturuluyor. Çevresi kaç cm'dir?,144√3,156√3,168√3,180√3,,B,MEB,bagimli,"[SORU] Uzun kenarı 24√3 cm olan 20 özdeş dikdörtgen birleştirilerek büyük bir dikdörtgen oluşturuluyor. Çevresi kaç cm'dir?
[A] 144√3
[B] 156√3
[C] 168√3
[D] 180√3
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
154,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,√((-27)^2) + ³√((-10)^3) - ⁴√(13^4) işlemi kaça eşittir?,2,3,4,5,6,C,Kitap,yok,"[SORU] √((-27)^2) + ³√((-10)^3) - ⁴√(13^4) işlemi kaça eşittir?
[A] 2
[B] 3
[C] 4
[D] 5
[E] 6",Üslü ve Köklü İfadeler_Hesaplama
565,LGS,2025,Kareköklü İfadeler,Algoritmik / Mantıksal Problemler,Problem,Orta,Kaan ve Doruk sayı oyunu oynuyor. Söylenen sayının √2 katının en yakın doğal sayısı söyleniyor. Kaan 3 ile başlıyor. Doruk 3. kez söylediğinde oyun bitiyor. Doruk hangisini söylemiş olamaz?,4,8,15,16,,D,MEB,yok,"[SORU] Kaan ve Doruk sayı oyunu oynuyor. Söylenen sayının √2 katının en yakın doğal sayısı söyleniyor. Kaan 3 ile başlıyor. Doruk 3. kez söylediğinde oyun bitiyor. Doruk hangisini söylemiş olamaz?
[A] 4
[B] 8
[C] 15
[D] 16",Algoritmik / Mantıksal Problemler_Problem
627,LGS,2019,Kareköklü İfadeler,Alan ve Geometri,Yorum,Orta,Bir dikdörtgen kâğıt kesilerek kare ve dikdörtgen elde ediliyor. Karenin alanı 27 cm² olup dikdörtgenin alanının 3 katıdır. Buna göre dikdörtgenin kısa kenarı kaç cm’dir?,9,2√3,3,√3,,D,MEB,bagimli,"[SORU] Bir dikdörtgen kâğıt kesilerek kare ve dikdörtgen elde ediliyor. Karenin alanı 27 cm² olup dikdörtgenin alanının 3 katıdır. Buna göre dikdörtgenin kısa kenarı kaç cm’dir?
[A] 9
[B] 2√3
[C] 3
[D] √3
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Yorum
330,LGS,2024,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,Dikdörtgen tarlanın kenarları 2√2 m ve 4√6 m. 1 m²’yi sulamak için yılda √3 m³ su kullanılıyor. Tarlanın tamamını sulamak için yılda kaç m³ su gerekir?,16,24,32,48,,D,Deneme,bagimli,"[SORU] Dikdörtgen tarlanın kenarları 2√2 m ve 4√6 m. 1 m²’yi sulamak için yılda √3 m³ su kullanılıyor. Tarlanın tamamını sulamak için yılda kaç m³ su gerekir?
[A] 16
[B] 24
[C] 32
[D] 48
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
